"cell_id","speed_x","speed_y"
"0","-0.05261688202247184","0.08710674157303373"
"1","-0.09009899244332492","0.03334544080604534"
"2","-0.30986589403973513","0.09963807947019865"
"3","-0.15791646209386279","0.036931480144404366"
"4","-0.3514695238095242","0.06482738095238094"
"5","-0.5180182926829269","0.09058878048780487"
"6","-0.48500899999999947","0.04318799999999996"
"7","0.0","0.0"
"8","-0.08550294117647017","0.0486252941176471"
"9","-0.4048023076923084","0.03258384615384608"
"10","-0.12317662337662375","0.08178467532467529"
"11","-0.07604749999999783","0.03485999999999989"
"12","-0.12166036496350366","0.3434292700729927"
"13","-0.2711244723618089","0.20889346733668357"
"14","-0.20583006622516556","0.13849523178807946"
"15","-0.20221315068493154","0.08381698630136981"
"16","-0.2071925301204819","0.10128771084337351"
"17","-0.4661105714285715","0.05174114285714282"
"18","-0.5226291428571431","0.1283328571428572"
"19","-0.3626464705882353","0.08524588235294107"
"20","-0.2510464566929134","0.19412157480314957"
"21","-0.2045167399267401","0.1213754945054945"
"22","-0.08160493333333306","0.08690113333333331"
"23","-0.08234807692307665","0.12009846153846147"
"24","-0.13330133333333338","0.25868112499999996"
"25","-0.08200582608695668","0.08898771014492757"
"26","-0.4082011538461539","0.4250165384615385"
"27","-0.2691816666666664","0.18053791666666652"
"28","-0.2068101086956522","0.13015630434782616"
"29","-0.45789115384615375","0.17744269230769236"
"30","-0.3024037037037038","0.10372925925925924"
"31","-0.3353743548387098","0.2156450000000001"
"32","-0.2479757207207207","0.15067603603603605"
"33","-0.17400043902439005","0.07818326829268289"
"34","-0.07826524027459941","0.09441778032036603"
"35","-0.07744607476635507","0.19751037383177572"
"36","-0.1449760317460314","-0.10267492063492077"
"37","-0.22054656862745126","-0.1921566666666665"
"38","-0.21020723404255293","-0.47870893617021265"
"39","-0.6337405263157894","-0.03350171052631581"
"40","-0.12163285714285722","-0.1047428571428571"
"41","-0.2869454098360654","-0.046049508196721316"
"42","-0.5698433333333336","-0.044103888888888595"
"43","-0.24281351063829779","-0.04823244680851069"
"44","-0.12854443396226417","-0.1083037421383648"
"45","-0.17636661971831002","-0.07692348591549296"
"46","-0.09839925795053041","-0.08288392226148406"
"47","-0.08473992647058803","-0.07061838235294114"
"48","-0.13672055555555535","-0.3046058333333331"
"49","-0.270586129032258","-0.26956322580645153"
"50","-0.2509696296296298","-0.19439098765432086"
"51","-0.09840124999999977","-0.21410093750000025"
"52","-0.025260000000000053","-0.03525111111111135"
"53","-0.1940081481481482","-0.11038111111111111"
"54","-0.17660378787878778","-0.04620727272727276"
"55","-0.23776511111111095","-0.1297033333333333"
"56","-0.12083513409961681","-0.12455892720306512"
"57","-0.1300438759689921","-0.10918240310077512"
"58","-0.047243786407766934","-0.04651700416088763"
"59","-0.03373303370786533","-0.042200674157303275"
"60","-0.07019522821576762","-0.054556141078838195"
"61","-0.13647482758620683","-0.04664358620689644"
"62","-0.17433647499999996","-0.06387979999999997"
"63","-0.1955447488584477","-0.05509429223744282"
"64","-0.35985920634920654","-0.08710587301587304"
"65","-0.41031925925925955","-0.05865296296296347"
"66","-0.5198583333333333","-0.09363194444444428"
"67","-0.5894142857142859","-0.03274785714285703"
"68","-0.11868915254237299","-0.09027686440677966"
"69","-0.21307381944444448","-0.0837306944444445"
"70","-0.17128434782608606","-0.0450460869565217"
"71","-0.031991904761904756","-0.04756333333333392"
"72","-0.02570880308880289","-0.013245559845559893"
"73","-0.08093910614525154","-0.01597653631284932"
"74","-0.05291243902439057","-0.010593658536585338"
"75","-0.38254999999999484","-0.007449999999998624"
"76","-0.42154333333333305","-0.0756555555555549"
"77","-0.4951333333333328","-0.028258888888888438"
"78","-0.5111568750000002","-0.020761875000000263"
"79","-0.4985912500000005","-0.028601874999999666"
"80","-0.3916729999999994","-0.04811500000000031"
"81","-0.16188437500000008","-0.042833750000000004"
"82","0.0","0.0"
"83","0.0","0.0"
