"cell_id","speed_x","speed_y"
"0","-0.08638880000000006","0.08575524444444442"
"1","-0.1154474162679429","0.044829952153110066"
"2","-0.1315562824207493","0.06844772334293946"
"3","-0.12944564560439553","0.0590789835164835"
"4","-0.21904513888888902","0.06380624999999995"
"5","-0.4503996428571426","0.08218345238095234"
"6","-0.4810958695652173","0.06953304347826088"
"7","-0.4649208823529412","0.05813029411764705"
"8","-0.5966300000000047","0.007550000000000168"
"9","0.0","0.0"
"10","-0.0377130303030298","0.14056666666666667"
"11","-0.056033999999999654","0.07830399999999997"
"12","-0.06793530612244891","0.2706822448979591"
"13","-0.1462492021276595","0.10683829787234046"
"14","-0.21751702127659572","0.15177092198581554"
"15","-0.14015569536423858","0.11316731788079472"
"16","-0.2294967424242424","0.1464589393939395"
"17","-0.5917236842105263","0.06916789473684219"
"18","-0.7800599999999989","0.00788999999999973"
"19","-0.521487500000001","0.24321250000000028"
"20","-0.17503989583333338","0.10982572916666666"
"21","-0.17967756521739142","0.14419608695652175"
"22","-0.06432355932203379","0.08050658595641655"
"23","-0.03034777777777742","0.03255746031746029"
"24","-0.18297247524752486","0.275660396039604"
"25","-0.20281963302752287","0.2259668807339449"
"26","-0.20681489795918367","0.3252838775510204"
"27","-0.09902712418300652","0.11948477124183002"
"28","-0.27369563636363625","0.1412874545454545"
"29","-0.1483061428571429","0.08380942857142856"
"30","-0.8514562745098041","0.06601294117647065"
"31","-0.5095884415584416","0.2891871428571429"
"32","-0.20880067226890778","0.1582816806722688"
"33","-0.12878832380952365","0.11799561904761913"
"34","-0.08388316618911155","0.0798329799426934"
"35","-0.03524681034482779","0.06905543103448282"
"36","-0.12366628571428566","-0.15309990476190466"
"37","-0.19770571428571423","-0.19259863945578226"
"38","-0.4025202347417842","0.004351220657277027"
"39","-0.19893486486486445","-0.16681270270270285"
"40","-0.102944756097561","-0.133164512195122"
"41","-0.22797601941747572","-0.10049300970873787"
"42","-0.17583740983606555","-0.0801238032786885"
"43","-0.27580076530612246","-0.09027357142857144"
"44","-0.15117712121212118","-0.059152151515151546"
"45","-0.11670201773835932","-0.06135827050997784"
"46","-0.11890032745591936","-0.11520478589420649"
"47","-0.0707383928571433","-0.11146107142857146"
"48","-0.08463171428571441","-0.15646596428571424"
"49","-0.1258016233766234","-0.2053751948051948"
"50","-0.2563188505747127","-0.11321839080459756"
"51","-0.2599044827586205","-0.16107258620689652"
"52","-0.2867138157894738","-0.1371607894736841"
"53","-0.17625517857142872","-0.03252348214285724"
"54","-0.2974","-0.0872383018867923"
"55","-0.17633590909090904","-0.07682636363636362"
"56","-0.20058422413793114","-0.0840409051724137"
"57","-0.12190902671755709","-0.0931697709923665"
"58","-0.07274032362459558","-0.07761807443365693"
"59","-0.07823183333333349","-0.14086966666666653"
"60","-0.08968165109034255","-0.12382990654205606"
"61","-0.18932198051948074","-0.10300376623376627"
"62","-0.1956382674772036","-0.04260632218844993"
"63","-0.2889285616438355","-0.05257198630136993"
"64","-0.31682741007194243","-0.035255107913669086"
"65","-0.3345977011494253","-0.08776505747126434"
"66","-0.39385333333333333","-0.055969047619047696"
"67","-0.42093266666666695","-0.01646266666666681"
"68","-0.25483645161290314","-0.06466225806451621"
"69","-0.09270404761904805","-0.06358952380952401"
"70","-0.07442800000000013","-0.03368331707317069"
"71","-0.14984315789473612","-0.13926631578947324"
"72","-0.0436367857142861","-0.03340785714285696"
"73","-0.07441163265306107","-0.033403673469387496"
"74","-0.1553403448275862","-0.08723310344827596"
"75","-0.3126750000000005","-0.02207499999999918"
"76","0.0","0.0"
"77","0.0","0.0"
"78","0.0","0.0"
"79","0.0","0.0"
"80","0.0","0.0"
"81","-0.02050083333333319","-0.055385833333333544"
"82","0.0","0.0"
"83","-0.11186200000000023","-0.13493733333333324"
