"cell_id","speed_x","speed_y"
"0","0.0","0.0"
"1","0.0","0.0"
"2","0.04715750000000085","0.014802500000000052"
"3","0.113024999999998","0.10926166666666666"
"4","0.0","0.0"
"5","0.0","0.0"
"6","0.0","0.0"
"7","0.013826200000000028","0.025960400000000057"
"8","0.08675869565217414","0.0418782608695652"
"9","0.0","0.0"
"10","0.0589712500000001","0.049793500000000025"
"11","0.005099999999998772","0.016675000000000217"
"12","0.029671153846154187","0.030760865384615456"
"13","0.043723812949640534","0.04906510791366904"
"14","0.15398269230769232","0.09067596153846157"
"15","0.34527699999999995","0.13714749999999992"
"16","0.0","0.0"
"17","0.0","0.0"
"18","0.0","0.0"
"19","0.1980864285714285","0.017612142857142743"
"20","0.06385272727272709","0.0722472727272728"
"21","0.08907888888888854","0.060388571428571396"
"22","0.07762020408163281","0.19864183673469388"
"23","0.0","0.0"
"24","0.09674232558139534","0.07141753488372099"
"25","0.1293046397694525","0.11020752161383288"
"26","0.1527036470588236","0.05924105882352949"
"27","0.30973750000000067","0.11412750000000038"
"28","0.38614","0.1433300000000001"
"29","0.40896450000000006","0.10548500000000001"
"30","0.4184559375000001","0.037807499999999994"
"31","0.55054","0.05983000000000002"
"32","0.1501251428571429","0.07788228571428563"
"33","0.31513779661016905","0.24269991525423734"
"34","0.1663565671641791","0.16026930348258708"
"35","0.13340777777777804","0.18692833333333347"
"36","0.16020467289719628","-0.12112317757009347"
"37","0.17804488372093025","-0.09395874418604651"
"38","0.5347935714285714","0.016388928571428516"
"39","0.634981","-0.024307999999999996"
"40","0.3351709677419356","-0.00838236559139785"
"41","0.4661208547008547","-0.062078974358974325"
"42","0.4550571698113207","-0.07519773584905659"
"43","0.3394764","-0.12128620000000001"
"44","0.18421076190476188","-0.12922400000000003"
"45","0.2023637037037034","-0.05399063492063492"
"46","0.18938009090909083","-0.1191826363636363"
"47","0.1690295744680851","-0.05870702127659579"
"48","0.08145357142857151","-0.08909051948051944"
"49","0.08054461538461521","-0.09273329059829054"
"50","0.09625272727272727","-0.05261878787878795"
"51","0.0","0.0"
"52","0.4571295652173912","-0.05907130434782583"
"53","0.6720163157894736","-0.18652473684210535"
"54","0.5991348","-0.22787599999999997"
"55","0.3905877777777778","-0.10860805555555547"
"56","0.1580519827586208","-0.07894939655172425"
"57","0.11456838235294127","-0.1476595588235295"
"58","0.03736492537313423","-0.07186776119402985"
"59","0.005580000000009022","-0.11544000000000665"
"60","0.04987833333333214","-0.14507000000000048"
"61","0.06332999999999966","-0.0025600000000025602"
"62","0.0","0.0"
"63","0.7193455555555555","-0.039785555555555324"
"64","0.7085281818181816","-0.09500181818181827"
"65","0.6943840000000009","-0.12377800000000008"
"66","0.0","0.0"
"67","0.0","0.0"
"68","0.0","0.0"
"69","0.048050000000000065","-0.1544095999999999"
"70","0.0","0.0"
"71","0.0","0.0"
"72","0.0","0.0"
"73","0.0","0.0"
"74","0.0","0.0"
"75","0.0","0.0"
"76","0.0","0.0"
"77","0.0","0.0"
"78","0.0","0.0"
"79","0.0","0.0"
"80","0.0","0.0"
"81","0.0","0.0"
"82","0.0","0.0"
"83","0.0","0.0"
