"cell_id","speed_x","speed_y"
"0","0.015512333333333572","0.04814366666666669"
"1","0.11439307692307701","0.04413215384615385"
"2","0.17272142857142855","0.08571047619047623"
"3","0.13424860215053755","0.10379075268817202"
"4","0.27023454545454517","0.04769159090909092"
"5","0.3910447368421057","0.02351684210526317"
"6","0.49328750000000016","0.021238409090909075"
"7","0.35750098484848486","0.0475510606060606"
"8","0.26701242718446605","0.05646029126213597"
"9","0.248665300546448","0.03654931693989067"
"10","0.17455893871449923","0.06146150971599405"
"11","0.05958572504708086","0.05786135593220338"
"12","0.0792990340909092","0.06801693181818183"
"13","0.08352221374045804","0.06502784351145041"
"14","0.11758317689530684","0.13866581227436828"
"15","0.15875529914529915","0.12437106837606843"
"16","0.29876285714285716","0.3130319047619047"
"17","0.25288263157894725","0.2161221052631579"
"18","0.20724854166666665","0.14162125"
"19","0.19146777777777788","0.020978750000000032"
"20","0.13834780120481946","0.1215253915662651"
"21","0.3676725196850395","0.20959070866141727"
"22","0.20194214659685877","0.17729397905759164"
"23","0.10988673333333338","0.22767333333333326"
"24","0.04650132132132145","0.10933351351351353"
"25","0.08151581504702199","0.07848227272727276"
"26","0.11736675862068967","0.07893462068965519"
"27","0.09664349056603763","0.1162407547169811"
"28","0.34038333333333304","0.28588644444444455"
"29","0.5484960869565216","0.23386521739130442"
"30","0.10130271844660206","0.14381796116504855"
"31","0.052479160839160835","0.08283118881118884"
"32","0.23372110344827604","0.3209379310344826"
"33","0.25121553191489365","0.2200060638297873"
"34","0.1592854666666665","0.14968659999999998"
"35","0.1166046218487394","0.2518606722689076"
"36","0.07271954545454552","-0.0818698863636364"
"37","0.09057674193548396","-0.029530548387096775"
"38","0.15889745519713253","-0.10608953405017922"
"39","0.18839555555555565","-0.08181469696969684"
"40","0.4293949107142857","-0.16716919642857145"
"41","0.40389634146341485","0.03574439024390222"
"42","0.3105283116883116","-0.1490651948051948"
"43","0.08305300000000003","-0.0853322333333334"
"44","0.1326480769230773","-0.11730915384615387"
"45","0.07181982339955846","-0.07457280353200886"
"46","0.1858097267759562","-0.12614759562841535"
"47","0.0850273684210527","-0.13085587719298244"
"48","0.03887974193548373","-0.1018663225806452"
"49","0.07808284299858564","-0.06764653465346532"
"50","0.14104714902807775","-0.08872142548596113"
"51","0.1294307339449542","-0.10879896024464834"
"52","0.3601162745098038","-0.10005784313725503"
"53","0.27067291666666676","-0.09142479166666655"
"54","0.2959887500000001","-0.1630802500000001"
"55","0.06846494680851066","-0.05551707446808507"
"56","0.7833970588235295","-0.1868104411764701"
"57","0.2659689767441862","-0.22485446511627907"
"58","0.20387333333333363","-0.12008186440677972"
"59","0.14829819277108414","-0.17585622489959832"
"60","0.12886447761194034","-0.05362447761194023"
"61","0.18932884816753928","-0.07463937172774875"
"62","0.13428644171779136","-0.04643785276073615"
"63","0.3638689473684212","-0.058583421052631854"
"64","0.5137447368421056","-0.12089421052631584"
"65","0.48995385964912275","-0.05638280701754395"
"66","0.40995208791208804","-0.09663197802197808"
"67","0.34492779220779224","-0.09200870129870134"
"68","0.18980280966767374","-0.07570809667673704"
"69","0.27839269503546094","-0.16456907801418433"
"70","0.1947163285024154","-0.12482009661835756"
"71","0.09846854961832056","-0.16731190839694643"
"72","0.11003183673469384","-0.030095306122449046"
"73","0.04684400000000153","-0.05293999999999954"
"74","0.09006459016393434","-0.01365344262295088"
"75","0.4971899999999999","-0.025317037037037034"
"76","0.5846437037037037","-0.015443703703703791"
"77","0.6029221428571425","-0.032029999999999906"
"78","0.3737979999999998","-0.018301333333333503"
"79","0.4373607142857142","-0.008177857142857394"
"80","0.3252903846153845","-0.03070826923076945"
"81","0.31313855421686726","-0.01868385542168688"
"82","0.11588041899441322","-0.018590949720670356"
"83","0.11220309090909071","-0.016313818181817975"
