"cell_id","speed_x","speed_y"
"0","0.0","0.0"
"1","-0.11198000000000005","0.017245454545454564"
"2","0.0","0.0"
"3","-0.049325499999999065","0.027236500000000018"
"4","0.0","0.0"
"5","0.0","0.0"
"6","0.0","0.0"
"7","-0.4968360000000004","0.10864599999999988"
"8","-0.36518235294117657","0.15261294117647062"
"9","-0.21699052631578947","0.12356684210526316"
"10","-0.11209437499999986","0.08213812500000002"
"11","-0.1572277272727269","0.11164500000000001"
"12","-0.09019874999999986","0.08629961538461539"
"13","-0.09880453201970424","0.05831162561576356"
"14","-0.3295126785714285","0.1809714285714286"
"15","-0.45359709677419374","0.07177612903225804"
"16","-0.40740700000000063","0.08747500000000005"
"17","-0.5107110810810811","0.1258910810810811"
"18","-0.5499996428571426","0.12239999999999991"
"19","-0.39595129032258064","0.20907354838709682"
"20","-0.3457121739130435","0.1755008695652174"
"21","-0.09951866666666666","0.07505125000000001"
"22","-0.10079866220735796","0.0870809698996655"
"23","-0.09971442307692349","0.06072096153846156"
"24","-0.09724483552631584","0.139820032894737"
"25","-0.1938202089552239","0.09841498507462691"
"26","-0.24222564655172418","0.08580659482758625"
"27","-0.303839935064935","0.08700370129870133"
"28","-0.41988833333333325","0.06221479166666662"
"29","-0.4868105970149256","0.0623971641791045"
"30","-0.47311928571428574","0.13354166666666667"
"31","-0.4843117241379311","0.0924298850574714"
"32","-0.2635685046728973","0.07091943925233643"
"33","-0.12116643015521063","0.06579339246119734"
"34","-0.11690482758620689","0.10037473563218385"
"35","-0.10867050209205004","0.0927997489539748"
"36","-0.07705169576059837","-0.10821925187032434"
"37","-0.15353729452054787","-0.1556486301369863"
"38","-0.2938753386454182","-0.14729414342629477"
"39","-0.20154041884816745","-0.061439476439790586"
"40","-0.198810703125","-0.06753824218750001"
"41","-0.3750098901098902","-0.025274725274725244"
"42","-0.4401236923076921","-0.055321384615384626"
"43","-0.3971640650406503","-0.03511780487804868"
"44","-0.30187494680851046","-0.06278739361702126"
"45","-0.14763613814756665","-0.04845117739403455"
"46","-0.12239071979434452","-0.10208544987146517"
"47","-0.10351312703583077","-0.07733869706840392"
"48","-0.08877447284345051","-0.1150607028753993"
"49","-0.1584875095785441","-0.08640228607918272"
"50","-0.21773258823529415","-0.04809360784313726"
"51","-0.3709487019230769","-0.06590120192307686"
"52","-0.5137064516129032","-0.06171000000000011"
"53","-0.24261228070175447","-0.0768794736842106"
"54","-0.5333942857142853","-0.015419999999999894"
"55","-0.4662626923076921","-0.058903076923076995"
"56","-0.11604060240963894","-0.03797108433734934"
"57","-0.12327761589403963","-0.12554430463576147"
"58","-0.03479040909090915","-0.05292937878787876"
"59","-0.016953333333333376","-0.028407361111110863"
"60","-0.05927468354430386","-0.11916392405063282"
"61","-0.17941597014925367","-0.14911985074626838"
"62","-0.3050372727272727","-0.08009022727272756"
"63","-0.22821322580645165","-0.06655924731182788"
"64","-0.4672072916666667","-0.05265687499999997"
"65","-0.6768986666666673","-0.04001599999999949"
"66","-0.35135800000000017","-0.05844920000000002"
"67","-0.4772529411764703","-0.027744117647058635"
"68","-0.20839209876543233","-0.13970432098765428"
"69","-0.10242124999999724","-0.08754874999999984"
"70","-0.040217222222221634","-0.043389999999999894"
"71","0.0","0.0"
"72","-0.06311512820512852","-0.022002820512820237"
"73","-0.0996630337078651","-0.014905955056179792"
"74","-0.14504882352941179","-0.07817058823529396"
"75","0.0","0.0"
"76","0.0","0.0"
"77","0.0","0.0"
"78","-0.18489000000000005","-0.29447499999999993"
"79","-0.5309300000000008","-0.04010200000000026"
"80","0.0","0.0"
"81","-0.03679333333333323","-0.05553372549019621"
"82","0.0","0.0"
"83","0.0","0.0"
