"cell_id","speed_x","speed_y"
"0","0.08569749999999998","0.05033999999999983"
"1","0.16060842857142843","0.07783357142857143"
"2","0.2527369642857143","0.0814457142857143"
"3","0.2428840625000001","0.052657812500000005"
"4","0.46704742857142856","0.03579457142857143"
"5","0.7031905263157897","0.02792894736842108"
"6","0.3998965217391302","0.04834554347826087"
"7","0.39041715976331365","0.06964639053254439"
"8","0.2743109599999999","0.03183832000000001"
"9","0.17228131926121384","0.04393374670184699"
"10","0.16794619385342777","0.043269148936170246"
"11","0.06890304347826043","0.06414416149068321"
"12","0.05587865546218516","0.08830848739495796"
"13","0.08939165983606552","0.07613850409836061"
"14","0.06534070175438594","0.08581128654970759"
"15","0.19565421052631593","0.1553493421052632"
"16","0.17524450000000016","0.10398974999999999"
"17","0.36409095238095207","0.2378185714285714"
"18","0.3211294964028777","0.09479510791366906"
"19","0.1134517708333335","0.10464822916666665"
"20","0.18170469696969702","0.22672030303030302"
"21","0.5749586928104576","0.17683843137254904"
"22","0.2129708571428571","0.22374577142857147"
"23","0.1546475862068966","0.438077068965517"
"24","0.14997678571428574","0.1577390000000001"
"25","0.15856712550607302","0.144171983805668"
"26","0.10171625899280574","0.09615947242206242"
"27","0.40493490196078424","0.14658382352941168"
"28","0.20480606060606069","0.19627494949494942"
"29","0.0","0.0"
"30","0.5390861946902655","0.10229292035398228"
"31","0.06678990353697757","0.08411318327974278"
"32","0.16187320754716983","0.1894377358490566"
"33","0.0","0.0"
"34","0.1374766666666672","0.3089107692307692"
"35","0.09013818181818162","0.5149365909090909"
"36","0.07311885416666693","-0.20972906250000012"
"37","0.13928947761194052","-0.16518261194029848"
"38","0.1212373372781063","-0.066519349112426"
"39","0.12149480582524269","-0.09410364077669903"
"40","0.09375537190082647","-0.05230793388429753"
"41","0.2887745454545451","0.10493909090909105"
"42","0.17112499999999997","-0.008339999999999867"
"43","0.5001849600000001","-0.24541088000000005"
"44","0.1187310218978102","-0.09025649635036499"
"45","0.13838713333333316","0.10651393333333334"
"46","0.2918418518518519","-0.33070759259259247"
"47","0.13967791044776154","-0.25203089552238817"
"48","0.05179482926829276","-0.07905824390243907"
"49","0.06666423828124997","-0.09954667968749999"
"50","0.08830309446254071","-0.0898639087947883"
"51","0.055001869436201854","-0.04243798219584574"
"52","0.1529728571428572","-0.056169523809523746"
"53","0.5237335714285714","-0.10439238095238104"
"54","0.40905189873417713","-0.13184518987341776"
"55","0.11695423999999997","-0.11984752000000003"
"56","0.17109117647058833","-0.12934794117647086"
"57","0.4877497999999998","-0.34058819999999984"
"58","0.19073444444444468","-0.14231398692810449"
"59","0.13658510869565207","-0.3102171739130435"
"60","0.015308333333333294","-0.03725499999999974"
"61","0.12259840707964596","-0.055432654867256854"
"62","0.20959515151515162","-0.0800714545454545"
"63","0.3225422222222224","-0.07117238095238083"
"64","0.3325134920634921","-0.053138888888888854"
"65","0.5916921739130434","-0.08954565217391311"
"66","0.6089599999999985","-0.013873333333331553"
"67","0.5755126666666669","-0.07117466666666654"
"68","0.30510338842975226","-0.09878289256198355"
"69","0.19368549450549444","-0.05658992673992663"
"70","0.4109440066225167","-0.07833682119205307"
"71","0.12104095057034232","-0.09717269961977179"
"72","0.0","0.0"
"73","0.0","0.0"
"74","0.1394675471698114","-0.0857620754716982"
"75","0.49242","-0.05265941176470581"
"76","0.5569549999999998","-0.0385733333333332"
"77","0.0","0.0"
"78","0.0","0.0"
"79","0.0","0.0"
"80","0.6209980000000002","-0.0073599999999999"
"81","0.4443439999999995","-0.028261499999999985"
"82","0.060973923076922884","-0.012569153846153851"
"83","0.03412926605504586","-0.01587009174311923"
