"cell_id","acc_x","acc_y"
"0","0.0","0.0"
"1","0.0","0.0"
"2","0.0","0.0"
"3","0.0","0.0"
"4","0.0","0.0"
"5","0.0","0.0"
"6","0.01625999999999994","0.0043400000000000105"
"7","0.012969999999999926","0.009751250000000017"
"8","0.0","0.0"
"9","0.0","0.0"
"10","0.0","0.0"
"11","0.0","0.0"
"12","0.0","0.0"
"13","0.0","0.0"
"14","0.0","0.0"
"15","0.0","0.0"
"16","0.0","0.0"
"17","0.0","0.0"
"18","0.0","0.0"
"19","0.0","0.0"
"20","0.0","0.0"
"21","0.0","0.0"
"22","0.0","0.0"
"23","0.0","0.0"
"24","0.0","0.0"
"25","0.0","0.0"
"26","0.0","0.0"
"27","0.0","0.0"
"28","0.0","0.0"
"29","0.0","0.0"
"30","0.0","0.0"
"31","0.0","0.0"
"32","0.0","0.0"
"33","0.0","0.0"
"34","0.0","0.0"
"35","0.0","0.0"
"36","0.0","0.0"
"37","0.0","0.0"
"38","0.0","0.0"
"39","4.000000000132786E-4","0.004180000000000295"
"40","0.007049999999992451","0.009519999999999973"
"41","0.005780000000001451","0.005539999999999878"
"42","0.0045250000000010004","0.008750000000000036"
"43","0.008071515151512316","0.007217272727272721"
"44","0.005829999999996005","0.0036600000000001076"
"45","0.0","0.0"
"46","0.0","0.0"
"47","0.0","0.0"
"48","0.0","0.0"
"49","0.0","0.0"
"50","0.0","0.0"
"51","0.0","0.0"
"52","0.00495000000000001","0.017975000000000074"
"53","0.016197499999999643","0.023302499999999893"
"54","0.0","0.0"
"55","0.034959999999998104","0.004289999999999905"
"56","0.004730000000002121","0.004569999999999297"
"57","0.01700999999999908","0.02316999999999969"
"58","0.0","0.0"
"59","0.0","0.0"
"60","0.0","0.0"
"61","0.0","0.0"
"62","0.0","0.0"
"63","0.0","0.0"
"64","0.0","0.0"
"65","0.0","0.0"
"66","0.0","0.0"
"67","0.0","0.0"
"68","0.0","0.0"
"69","0.0","0.0"
"70","0.0","0.0"
"71","0.0","0.0"
"72","0.0","0.0"
"73","0.0","0.0"
"74","0.0","0.0"
"75","0.0","0.0"
"76","0.0","0.0"
"77","0.0","0.0"
"78","0.0","0.0"
"79","0.0","0.0"
"80","0.012929999999997221","0.0032000000000005357"
"81","0.0","0.0"
"82","0.0","0.0"
"83","0.0050699999999939864","0.014596666666666813"
"84","0.0022100000000051523","0.02548000000000039"
"85","0.009450000000001069","0.01075999999999988"
"86","0.005661428571430959","0.014188571428571408"
"87","0.008050000000011437","0.0027050000000001795"
"88","0.0","0.0"
"89","0.0037954545454565196","0.0032413636363636963"
"90","0.003944666666664413","0.003110666666666528"
"91","0.002755238095239693","0.007302380952380883"
"92","0.0","0.0"
"93","0.0","0.0"
"94","0.0","0.0"
"95","0.0","0.0"
"96","0.0","0.0"
"97","0.0","0.0"
"98","0.017037499999999817","0.01013749999999991"
"99","0.015710000000000335","0.016511666666666258"
"100","0.01375999999999955","0.007679999999999687"
"101","0.0","0.0"
"102","0.0","0.0"
"103","0.0","0.0"
"104","0.0","0.0"
"105","0.0","0.0"
"106","0.008960000000001855","0.00873500000000016"
"107","0.0020999999999986585","0.0050800000000004175"
"108","0.0","0.0"
"109","0.0","0.0"
"110","0.0","0.0"
"111","0.0","0.0"
"112","0.0","0.0"
"113","0.0","0.0"
"114","0.0","0.0"
"115","0.0","0.0"
"116","0.0","0.0"
"117","0.0","0.0"
"118","0.0","0.0"
"119","0.0","0.0"
"120","0.0","0.0"
"121","0.0","0.0"
"122","0.0","0.0"
"123","0.003914999999995672","0.014644999999999797"
"124","0.005205000000000126","0.005920000000000147"
"125","0.0015299999999953684","0.017440000000000566"
"126","0.0","0.0"
"127","0.0","0.0"
"128","0.0","0.0"
"129","0.0040600000000097225","0.0023799999999996047"
"130","0.01815999999999936","0.02050166666666679"
"131","0.002779999999987126","0.027670000000000528"
"132","0.0","0.0"
"133","0.024060000000005743","0.017259999999999387"
"134","0.0","0.0"
"135","0.0","0.0"
"136","0.0","0.0"
"137","0.0","0.0"
"138","0.0","0.0"
"139","0.0","0.0"
"140","0.0","0.0"
"141","0.0","0.0"
"142","0.0","0.0"
"143","0.0","0.0"
"144","0.021056666666666352","0.01741500000000003"
"145","0.01888500000000004","0.01684249999999987"
"146","0.003289999999999793","0.008974999999999955"
"147","0.0","0.0"
"148","0.003826666666666275","9.366666666670298E-4"
"149","0.0","0.0"
"150","0.9456699999999962","0.26285999999999987"
"151","0.0","0.0"
"152","0.003739999999996968","0.006230000000000402"
"153","0.003680000000002792","0.0016800000000003479"
"154","0.0","0.0"
"155","0.002580000000005356","0.002340000000000231"
"156","0.006969999999997256","0.0013849999999999696"
"157","0.017420000000001323","0.006079999999999863"
"158","0.007284999999999542","0.005490000000000439"
"159","0.0","0.0"
"160","5.699999999961847E-4","0.004929999999999879"
"161","0.0","0.0"
"162","0.0","0.0"
"163","0.004570000000008179","0.009989999999999277"
"164","0.0","0.0"
"165","0.010729999999995243","0.0025500000000002743"
"166","0.006380000000000052","0.0072899999999993526"
"167","0.00926499999999919","0.013125000000001386"
"168","0.004853999999998848","0.00717200000000009"
"169","0.00871999999999673","0.002660000000000551"
"170","0.013524999999997789","0.025905000000000733"
"171","0.0018799999999927763","0.003320000000001322"
"172","0.009426666666662697","0.01138666666666636"
"173","0.007314999999991301","0.019375000000000142"
"174","0.014998000000002776","0.017099999999999938"
"175","0.017298333333331566","0.02359333333333306"
"176","0.027796666666664766","0.03716666666666679"
"177","0.0","0.0"
"178","0.0014600000000086766","0.020310000000000716"
"179","0.0018050000000116029","0.0040800000000000836"
"180","0.0","0.0"
"181","0.0073400000000063415","0.00912999999999986"
"182","0.0026299999999963575","0.012849999999999362"
"183","0.0","0.0"
"184","0.0","0.0"
"185","0.0","0.0"
"186","0.0","0.0"
"187","0.0","0.0"
"188","0.0","0.0"
"189","0.0","0.0"
"190","0.0","0.0"
"191","0.009830000000000005","0.007194999999999396"
"192","0.003120000000002676","0.0026799999999997937"
"193","0.0019799999999978724","0.014069999999998473"
"194","0.007769999999999537","0.005280000000000247"
"195","0.012518000000000385","0.017781999999999343"
"196","0.008290000000001166","0.018963333333332482"
"197","0.0","0.0"
"198","0.0","0.0"
"199","0.0","0.0"
"200","0.0","0.0"
"201","0.0","0.0"
"202","0.0","0.0"
"203","0.0","0.0"
"204","0.0","0.0"
"205","0.0","0.0"
"206","0.0","0.0"
"207","0.0","0.0"
"208","0.0","0.0"
"209","0.0","0.0"
"210","0.0","0.0"
"211","0.0","0.0"
"212","0.0","0.0"
"213","0.005720000000001353","0.015780000000000054"
"214","0.0","0.0"
"215","0.03170000000000783","0.015170000000001238"
"216","0.003464999999998497","0.007724999999998872"
"217","0.07563999999999282","0.022510000000000474"
"218","0.0","0.0"
"219","0.0","0.0"
"220","0.022084999999997024","0.02894000000000041"
"221","0.03888500000001471","0.033365000000000755"
"222","0.0","0.0"
"223","0.0","0.0"
"224","0.0","0.0"
"225","0.0","0.0"
"226","0.02754333333333629","0.015203333333332717"
"227","8.700000000061436E-4","0.005099999999998772"
"228","0.006979999999984443","0.02099999999999902"
"229","0.0","0.0"
"230","0.0","0.0"
"231","0.0","0.0"
"232","0.0","0.0"
"233","0.0","0.0"
"234","0.0","0.0"
"235","0.015627333333333344","0.013475333333333594"
"236","0.021330000000000293","0.008890000000000065"
"237","0.0113850000000002","0.0045799999999998064"
"238","0.012973333333332763","0.006050000000000703"
"239","0.024477777777777574","0.01464111111111066"
"240","0.014085000000000236","0.015856874999999993"
"241","0.016684999999999544","0.007188333333333278"
"242","0.025719999999997967","0.0014900000000004354"
"243","0.0","0.0"
"244","0.0","0.0"
"245","0.0","0.0"
"246","0.0","0.0"
"247","0.0","0.0"
"248","0.0","0.0"
"249","0.0","0.0"
"250","0.0","0.0"
"251","0.0","0.0"
"252","0.0","0.0"
"253","0.0","0.0"
"254","0.0","0.0"
"255","0.015390000000003567","5.500000000004945E-4"
"256","0.007995000000001085","0.03396500000000202"
"257","0.007059999999995625","0.00735000000000241"
"258","0.014400000000001967","0.0029766666666664796"
"259","0.0","0.0"
"260","0.0","0.0"
"261","0.0","0.0"
"262","0.0","0.0"
"263","0.0","0.0"
"264","0.0","0.0"
"265","0.012659999999996785","0.007599999999999163"
"266","0.04948000000000263","0.01538000000000217"
"267","0.0043000000000148475","0.002669999999998396"
"268","0.0","0.0"
"269","0.0","0.0"
"270","0.0","0.0"
"271","0.0","0.0"
"272","0.0","0.0"
