"cell_id","acc_x","acc_y"
"0","0.0","0.0"
"1","0.0","0.0"
"2","0.0","0.0"
"3","0.0","0.0"
"4","0.0","0.0"
"5","0.0","0.0"
"6","0.0","0.0"
"7","0.0","0.0"
"8","0.0","0.0"
"9","0.0","0.0"
"10","0.0","0.0"
"11","0.0","0.0"
"12","0.0","0.0"
"13","0.0","0.0"
"14","0.0","0.0"
"15","0.0","0.0"
"16","0.0","0.0"
"17","0.0","0.0"
"18","0.0","0.0"
"19","0.0","0.0"
"20","0.0","0.0"
"21","0.0","0.0"
"22","0.0","0.0"
"23","0.0","0.0"
"24","0.0","0.0"
"25","0.0","0.0"
"26","0.0","0.0"
"27","0.0","0.0"
"28","0.0","0.0"
"29","0.0","0.0"
"30","0.0","0.0"
"31","0.0","0.0"
"32","0.0","0.0"
"33","0.0","0.0"
"34","0.031014999999999304","0.018130999999999963"
"35","0.015476756756756176","0.01015540540540541"
"36","0.028774687500003004","0.015339375000000032"
"37","0.22320785714285754","0.035445142857142856"
"38","0.012644666666663322","0.007707999999999967"
"39","0.011634444444443606","0.008207777777777826"
"40","0.006229259259259097","0.007797407407407395"
"41","0.0043511111111121815","0.014783333333333296"
"42","0.006354782608694805","0.016908260869565206"
"43","0.0055857777777772654","0.008694444444444425"
"44","0.00562999999999805","0.011070000000000024"
"45","0.0","0.0"
"46","0.0","0.0"
"47","0.0","0.0"
"48","0.0","0.0"
"49","0.0","0.0"
"50","0.0","0.0"
"51","0.0033722222222236395","0.004837777777777842"
"52","0.005581874999998071","0.004669375000000031"
"53","0.0","0.0"
"54","0.0","0.0"
"55","0.0","0.0"
"56","0.0","0.0"
"57","0.0","0.0"
"58","0.0","0.0"
"59","0.0","0.0"
"60","0.0","0.0"
"61","0.0","0.0"
"62","0.0","0.0"
"63","0.0","0.0"
"64","0.0","0.0"
"65","0.0","0.0"
"66","0.0","0.0"
"67","0.0","0.0"
"68","0.0","0.0"
"69","0.0","0.0"
"70","0.0","0.0"
"71","0.0","0.0"
"72","0.0","0.0"
"73","0.02259999999998996","0.014819999999998945"
"74","0.012950000000000017","0.0028000000000003578"
"75","0.0","0.0"
"76","0.00833000000000439","0.010824999999999863"
"77","0.01949000000000467","0.029565000000000063"
"78","0.007058571428572691","0.016862857142857353"
"79","0.01355607843137275","0.015306666666666614"
"80","0.011926666666672267","0.009066666666666704"
"81","0.007731249999999079","0.014222500000000082"
"82","0.007153333333331741","0.014728888888888767"
"83","0.012735483870964648","0.02751967741935481"
"84","0.0066828169014080474","0.009509718309859135"
"85","0.011118461538461806","0.017674000000000013"
"86","0.007939375000002746","0.008460000000000037"
"87","0.011283478260868106","0.022173043478260913"
"88","0.015181176470587796","0.018678823529411828"
"89","0.011960312500000292","0.014395312500000014"
"90","0.0029899999999969396","0.007416153846153854"
"91","0.06484999999999275","0.06434000000000006"
"92","0.00565499999999809","0.009063888888888883"
"93","0.0021866666666691494","0.004576666666666747"
"94","0.0","0.0"
"95","0.0","0.0"
"96","0.018264000000000103","0.007590000000000074"
"97","0.013725454545454678","0.015786363636363824"
"98","0.011390869565217737","0.015688695652173935"
"99","0.012290000000000134","0.022189999999998378"
"100","0.004700000000001735","0.006641428571428624"
"101","0.006296666666671058","0.0059033333333333715"
"102","0.0","0.0"
"103","0.0","0.0"
"104","0.0","0.0"
"105","0.0","0.0"
"106","0.0","0.0"
"107","0.0","0.0"
"108","0.0010833333333314006","0.0023933333333330253"
"109","0.00797333333332991","0.012686666666666882"
"110","0.005925000000004843","0.01615000000000011"
"111","0.0035300000000025498","0.005786666666666977"
"112","0.005630000000000734","0.007315999999999434"
"113","0.0038325000000014597","0.004815000000000236"
"114","0.005015000000000214","0.007725000000000204"
"115","0.0","0.0"
"116","7.799999999988927E-4","1.600000000010482E-4"
"117","0.0","0.0"
"118","0.00782000000000238","0.01251999999999942"
"119","0.007520000000001303","0.008038749999999872"
"120","0.004188571428571208","0.007261428571428625"
"121","0.006016666666667447","0.013250000000000503"
"122","0.004823333333331921","0.005759999999999839"
"123","0.006064000000000647","0.006105999999999945"
"124","0.0013966666666670828","0.018416666666666377"
"125","0.002932499999996452","0.002662500000000012"
"126","0.014329999999996327","0.11748333333333368"
"127","0.02820333333332788","0.035936666666666874"
"128","0.019693636363634616","0.022308181818181536"
"129","0.017158985507245792","0.018465942028985566"
"130","0.012193250000000688","0.012753749999999897"
"131","0.011668684210526317","0.014059999999999984"
"132","0.017093499999997874","0.03689499999999986"
"133","0.011064999999996772","0.014946250000000272"
"134","0.015946153846155216","0.01699307692307678"
"135","0.008155000000002133","0.01569999999999938"
"136","0.003260000000011587","0.025319999999999787"
"137","0.0","0.0"
"138","0.0","0.0"
"139","0.01908666666667121","0.023169999999999764"
"140","0.0045357142857125965","0.005974285714285773"
"141","0.0","0.0"
"142","0.0","0.0"
"143","0.0","0.0"
"144","0.0","0.0"
"145","0.008886666666666562","0.016518333333333857"
"146","0.026910000000002817","0.023567272727272822"
"147","0.01937249999999935","0.009327499999999489"
"148","0.012121249999998085","0.011861250000000156"
"149","0.0","0.0"
"150","0.010550000000002058","0.018256666666666515"
"151","0.01282916666666889","0.009820000000000162"
"152","0.014070512820512686","0.00985717948717942"
"153","0.011915217391302605","0.01825391304347833"
"154","0.015181034482758583","0.008709655172413793"
"155","0.007209411764703897","0.006450000000000015"
"156","0.004915714285714452","0.00396428571428561"
"157","0.006699999999995043","8.099999999986451E-4"
"158","0.0028700000000014825","0.007289999999999797"
"159","0.002575000000000216","0.013002499999999806"
"160","0.010339999999997573","0.0075150000000001604"
"161","0.0097114285714304","0.006118571428571608"
"162","0.0044790909090889645","0.005218181818181849"
"163","0.006452727272725864","0.004503636363636396"
"164","0.005990000000000606","0.008581666666666266"
"165","0.008619999999998148","0.0037233333333333007"
"166","0.005454000000000292","0.007247999999999699"
"167","0.013210000000004385","0.012029999999999319"
"168","0.004975999999999203","0.013122000000000255"
"169","0.011803333333334129","0.010998333333333369"
"170","0.012490000000000457","0.016430000000000018"
"171","0.013421538461538663","0.01349769230769243"
"172","0.012341875000001501","0.021901875000000126"
"173","0.014872499999994737","0.023663750000000316"
"174","0.017669199999999136","0.02063840000000006"
"175","0.02261240740740578","0.018331481481481473"
"176","0.01692749999999806","0.01672395833333336"
"177","0.01982150000000047","0.017940999999999895"
"178","0.008344000000000544","0.01237866666666676"
"179","0.06789800000000526","0.061260000000000224"
"180","0.018902499999999378","0.016026666666666484"
"181","0.008134285714281273","0.008495714285714051"
"182","0.010353333333327441","0.01741333333333343"
"183","0.008674999999999026","0.016350000000000087"
"184","1.7000000001132776E-4","0.00945000000000018"
"185","0.0","0.0"
"186","0.015964999999994234","0.028160000000000185"
"187","0.004869999999996821","0.02041999999999966"
"188","0.02468000000000165","0.020377727272727485"
"189","0.029157500000003722","0.012342499999999923"
"190","0.023092500000000626","0.004437500000000316"
"191","0.002302500000000318","0.0023200000000000998"
"192","0.011025999999999314","0.009027999999999991"
"193","0.00554374999999796","0.009101250000000283"
"194","0.016400909090908945","0.012076818181818232"
"195","0.014008666666667184","0.010628222222222285"
"196","0.009910000000000635","0.009494800000000083"
"197","0.01930178571428609","0.010330357142857143"
"198","0.010183333333330494","0.011117142857143068"
"199","0.012614210526318795","0.014878421052631702"
"200","0.003968474576271789","0.006188813559322249"
"201","1.1739864705882361","0.27119705882352946"
"202","0.01250022222222174","0.011376444444444545"
"203","0.007834666666666597","0.008256666666666608"
"204","0.010802222222220652","0.01339666666666655"
"205","0.005964444444444439","0.003990000000000136"
"206","0.005424705882353213","0.005412352941176166"
"207","0.006095555555553744","0.001514444444444744"
"208","0.004274999999999096","0.004098999999999542"
"209","0.0047511111111120385","0.005239999999999985"
"210","0.008692857142857438","0.004759999999999971"
"211","0.005656249999998586","0.005073749999999988"
"212","0.001094999999999402","0.005705000000000737"
"213","8.099999999942042E-4","0.0035500000000006082"
"214","0.010525000000003004","0.005037499999998918"
"215","0.008385000000004084","0.006304999999999339"
"216","0.01349666666666612","0.0176433333333339"
"217","0.009164814814815363","0.008102592592592498"
"218","0.022812727272727915","0.016912727272727614"
"219","0.016942000000000235","0.011583999999999862"
"220","0.02553923076922943","0.029206153846154086"
"221","0.010158421052633128","0.009983157894736285"
"222","0.033728333333332076","0.031787222222222015"
"223","0.022923333333331977","0.025651111111111194"
"224","0.01622999999999782","0.021542222222222226"
"225","0.012062727272724384","0.019319999999999723"
"226","0.03564363636362926","0.02383272727272717"
"227","0.018729999999997915","0.003089999999998483"
